id;numero;nom_rue;nom_complet;secteur maternelle;secteur elementaire
223;1;QUAI LEON BLUM;1 QUAI LEON BLUM;Maternelle République;Elémentaire Parc
224;10;QUAI LEON BLUM;10 QUAI LEON BLUM;Maternelle République;Elémentaire Parc
225;11;QUAI LEON BLUM;11 QUAI LEON BLUM;Maternelle République;Elémentaire Parc
226;2;QUAI LEON BLUM;2 QUAI LEON BLUM;Maternelle République;Elémentaire Parc
227;3;QUAI LEON BLUM;3 QUAI LEON BLUM;Maternelle République;Elémentaire Parc
228;9;QUAI LEON BLUM;9 TER QUAI LEON BLUM;Maternelle République;Elémentaire Parc
229;8;RUE JEAN MACE;8 RUE JEAN MACE;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
230;10;ALLEE LOUIS CHEVROLET;10 ALLEE LOUIS CHEVROLET;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
231;11;ALLEE LOUIS CHEVROLET;11 ALLEE LOUIS CHEVROLET;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
232;19;AVENUE EDOUARD VAILLANT;19 BIS AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
233;49;ALLEE DE LA PEPINIERE;49 ALLEE DE LA PEPINIERE;Maternelle des Raguidelles;Elémentaire des Raguidelles
234;18;ALLEE DES LILAS;18 ALLEE DES LILAS;Maternelle des Raguidelles;Elémentaire des Raguidelles
235;9;AVENUE DE LA FONTAINE DU TERTRE;9 AVENUE DE LA FONTAINE DU TERTRE;Maternelle Marcel Mouloudji;
236;12;RUE MERLIN DE THIONVILLE;12 BIS RUE MERLIN DE THIONVILLE;Maternelle Simone Veil;Elémentaire Jules Ferry
237;15;RUE MERLIN DE THIONVILLE;15 TER RUE MERLIN DE THIONVILLE;Maternelle Simone Veil;Elémentaire Jules Ferry
238;34;RUE MERLIN DE THIONVILLE;34 RUE MERLIN DE THIONVILLE;Maternelle Simone Veil;Elémentaire Jules Ferry
239;49;RUE MERLIN DE THIONVILLE;49 RUE MERLIN DE THIONVILLE;Maternelle Simone Veil;Elémentaire Jules Ferry
240;4;AVENUE DU GENERAL DE GAULLE;4 AVENUE DU GENERAL DE GAULLE;;Elémentaire des Raguidelles
241;18;PLACE DU GENERAL LECLERC;18 PLACE DU GENERAL LECLERC;Maternelle Simone Veil;Elémentaire Jules Ferry
242;1;PLACE MARCEL LEGRAS;1 PLACE MARCEL LEGRAS;Maternelle des Cottages;Elémentaire des Cottages
243;160;QUAI MARCEL DASSAULT;160 QUAI MARCEL DASSAULT;Maternelle République;Elémentaire Parc
244;1;QUAI MARCEL DASSAULT;1 BIS QUAI MARCEL DASSAULT;Maternelle République;Elémentaire Parc
245;204;QUAI MARCEL DASSAULT;204 QUAI MARCEL DASSAULT;Maternelle République;Elémentaire Parc
246;17;RUE MAURICE PAYRET DORTAIL;17 RUE MAURICE PAYRET DORTAIL;Maternelle des Cottages;Elémentaire des Cottages
247;4;RUE MAURICE PAYRET DORTAIL;4 RUE MAURICE PAYRET DORTAIL;Maternelle des Cottages;Elémentaire des Cottages
248;6;RUE MAURICE PAYRET DORTAIL;6 RUE MAURICE PAYRET DORTAIL;Maternelle des Cottages;Elémentaire des Cottages
249;13;ALLEE LOUIS CHEVROLET;13 ALLEE LOUIS CHEVROLET;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
250;5;ALLEE LOUIS CHEVROLET;5 ALLEE LOUIS CHEVROLET;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
251;8;ALLEE LOUIS CHEVROLET;8 ALLEE LOUIS CHEVROLET;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
252;12;RUE MICHELET;12 RUE MICHELET;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
253;2;RUE DES VIGNES;2 RUE DES VIGNES;Maternelle des Raguidelles;Elémentaire des Raguidelles
254;7;ESPLANADE JACQUES CHIRAC;7 ESPLANADE JACQUES CHIRAC;Maternelle Simone Veil;Elémentaire Jules Ferry
255;9;ESPLANADE JACQUES CHIRAC;9 ESPLANADE JACQUES CHIRAC;Maternelle Simone Veil;Elémentaire Jules Ferry
256;2;CHEMIN DES ROSES;2 CHEMIN DES ROSES;Maternelle des Raguidelles;Elémentaire des Raguidelles
257;25;RUE DU PAS SAINT-MAURICE;25 RUE DU PAS SAINT-MAURICE;;Elémentaire Vaillant Jaurès
258;7;ALLEE DES JONQUILLES;7 ALLEE DES JONQUILLES;Maternelle des Cottages;Elémentaire des Cottages
259;5;RUE PAGES;5 RUE PAGES;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
260;7;RUE PAGES;7 RUE PAGES;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
261;2;PLACE DU GENERAL LECLERC;2 PLACE DU GENERAL LECLERC;Maternelle Simone Veil;Elémentaire Jules Ferry
262;5;ESPLANADE JACQUES CHIRAC;5 ESPLANADE JACQUES CHIRAC;Maternelle Simone Veil;Elémentaire Jules Ferry
263;17;RUE DES PUITS;17 RUE DES PUITS;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
264;46;RUE ROGER SALENGRO;46 RUE ROGER SALENGRO;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
265;49;RUE DES PARIGOTS;49 BIS RUE DES PARIGOTS;Maternelle des Cottages;Elémentaire des Cottages
266;23;RUE DES COTTAGES;23 RUE DES COTTAGES;Maternelle des Cottages;Elémentaire des Cottages
267;11;RUE DE LA LIBERTE;11 RUE DE LA LIBERTE;Maternelle des Cottages;Elémentaire des Cottages
268;39;CHEMIN DU SYNDICAT DES CULTIVATEURS;39 CHEMIN DU SYNDICAT DES CULTIVATEURS;;Elémentaire Vaillant Jaurès
269;1; FORT DU MONT VALERIEN;1 FORT DU MONT VALERIEN;;
270;33;RUE PASTEUR;33 RUE PASTEUR;Maternelle République;Elémentaire Parc
271;49;RUE PASTEUR;49 BIS RUE PASTEUR;Maternelle République;Elémentaire Parc
272;61;RUE PASTEUR;61 RUE PASTEUR;Maternelle République;Elémentaire Parc
273;19;RUE PAUL BERT;19 RUE PAUL BERT;Maternelle des Cottages;Elémentaire des Cottages
274;20;RUE PAUL BERT;20 RUE PAUL BERT;Maternelle des Cottages;Elémentaire des Cottages
275;25;RUE PAUL BERT;25 RUE PAUL BERT;Maternelle des Cottages;Elémentaire des Cottages
276;29;RUE PAUL BERT;29 RUE PAUL BERT;Maternelle des Cottages;Elémentaire des Cottages
277;18;RUE MICHELET;18 RUE MICHELET;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
278;21;RUE MICHELET;21 RUE MICHELET;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
279;27;RUE MICHELET;27 RUE MICHELET;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
336;4;RUE GROTIUS;4 RUE GROTIUS;Maternelle Wilson;Elémentaire Vaillant Jaurès
280;3;RUE MICHELET;3 RUE MICHELET;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
281;8;RUE MICHELET;8B RUE MICHELET;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
282;10;RUE PAGES;10 RUE PAGES;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
283;12;CHEMIN DU SYNDICAT DES CULTIVATEURS;12 CHEMIN DU SYNDICAT DES CULTIVATEURS;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
284;21;RUE DU CAPITAINE FERBER;21 RUE DU CAPITAINE FERBER;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
285;18;RUE PERRONET;18 RUE PERRONET;Maternelle Simone Veil;Elémentaire Jules Ferry
286;26;RUE PERRONET;26 RUE PERRONET;Maternelle Simone Veil;Elémentaire Jules Ferry
287;3;RUE PERRONET;3 RUE PERRONET;Maternelle Simone Veil;Elémentaire Jules Ferry
288;52;RUE PERRONET;52 RUE PERRONET;Maternelle Simone Veil;Elémentaire Jules Ferry
289;6;RUE PERRONET;6 RUE PERRONET;Maternelle Simone Veil;Elémentaire Jules Ferry
290;7;RUE PERRONET;7 RUE PERRONET;Maternelle Simone Veil;Elémentaire Jules Ferry
291;8;RUE PERRONET;8 RUE PERRONET;Maternelle Simone Veil;Elémentaire Jules Ferry
292;5;PLACE DU GENERAL LECLERC;5 PLACE DU GENERAL LECLERC;Maternelle Simone Veil;Elémentaire Jules Ferry
293;10;RUE PIERRE DUPONT;10 RUE PIERRE DUPONT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
294;25;RUE PIERRE DUPONT;25 RUE PIERRE DUPONT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
295;53;RUE PAUL BERT;53 BIS RUE PAUL BERT;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
296;59;RUE PAUL BERT;59 RUE PAUL BERT;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
297;8;RUE PAUL BERT;8 RUE PAUL BERT;Maternelle des Cottages;Elémentaire des Cottages
298;87;RUE PAUL BERT;87 BIS RUE PAUL BERT;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
299;13;RUE CURIE;13 RUE CURIE;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
300;2;RUE CURIE;2 RUE CURIE;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
301;7;ALLEE LOUIS CHEVROLET;7 ALLEE LOUIS CHEVROLET;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
302;8;ESPLANADE JACQUES CHIRAC;8 ESPLANADE JACQUES CHIRAC;Maternelle Simone Veil;Elémentaire Jules Ferry
303;10;ESPLANADE JACQUES CHIRAC;10 ESPLANADE JACQUES CHIRAC;Maternelle Simone Veil;Elémentaire Jules Ferry
304;13;RUE DU PAS SAINT-MAURICE;13 RUE DU PAS SAINT-MAURICE;;Elémentaire Vaillant Jaurès
305;30;ALLEE DE LA PEPINIERE;30 ALLEE DE LA PEPINIERE;Maternelle des Raguidelles;Elémentaire des Raguidelles
306;47;ALLEE DE LA PEPINIERE;47 ALLEE DE LA PEPINIERE;Maternelle des Raguidelles;Elémentaire des Raguidelles
307;91;ROUTE DES FUSILLES DE LA RESISTANCE;91 ROUTE DES FUSILLES DE LA RESISTANCE;Maternelle Simone Veil;
308;37;RUE DES NOUVELLES;37 RUE DES NOUVELLES;Maternelle des Raguidelles;Elémentaire des Raguidelles
309;18;RUE LEDRU ROLLIN;18 RUE LEDRU ROLLIN;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
310;2;RUE LEDRU ROLLIN;2 BIS RUE LEDRU ROLLIN;Maternelle Simone Veil;Elémentaire Jules Ferry
311;42;RUE DES COTTAGES;42 RUE DES COTTAGES;Maternelle des Cottages;Elémentaire des Cottages
312;23;RUE DES MEUNIERS;23 RUE DES MEUNIERS;Maternelle République;Elémentaire Parc
313;19;RUE DE VERDUN;19 RUE DE VERDUN;Maternelle Simone Veil;Elémentaire Jules Ferry
314;11;RUE DES PUITS;11 RUE DES PUITS;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
315;46;RUE DES CARRIERES;46 RUE DES CARRIERES;Maternelle des Raguidelles;Elémentaire des Raguidelles
316;7;ALLEE DES MYOSOTIS;7 ALLEE DES MYOSOTIS;Maternelle des Cottages;Elémentaire des Cottages
317;3;RUE LEDRU ROLLIN;3 RUE LEDRU ROLLIN;Maternelle Simone Veil;Elémentaire Jules Ferry
318;5;RUE LEDRU ROLLIN;5 RUE LEDRU ROLLIN;Maternelle Simone Veil;Elémentaire Jules Ferry
319;6;RUE LEDRU ROLLIN;6 BIS RUE LEDRU ROLLIN;Maternelle Simone Veil;Elémentaire Jules Ferry
320;6;RUE LEDRU ROLLIN;6 QUATER RUE LEDRU ROLLIN;Maternelle Simone Veil;Elémentaire Jules Ferry
321;6;RUE LEDRU ROLLIN;6 TER RUE LEDRU ROLLIN;Maternelle Simone Veil;Elémentaire Jules Ferry
322;7;RUE LEDRU ROLLIN;7 RUE LEDRU ROLLIN;Maternelle Simone Veil;Elémentaire Jules Ferry
323;9;RUE LEDRU ROLLIN;9 RUE LEDRU ROLLIN;Maternelle Simone Veil;Elémentaire Jules Ferry
324;43;IMPASSE DES BOURETS;43 IMPASSE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
325;20;CITE RAYMOND COSSON;20 CITE RAYMOND COSSON;;
326;1;ESPLANADE JACQUES CHIRAC;1 ESPLANADE JACQUES CHIRAC;Maternelle Simone Veil;Elémentaire Jules Ferry
327;29; RESIDENCE ALBERT CARON;29 RESIDENCE ALBERT CARON;;
328;1;RUE RAYMOND COSSON;1 RUE RAYMOND COSSON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
329;15;RUE RAYMOND COSSON;15 RUE RAYMOND COSSON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
330;4;PASSAGE PIERRE LOTI;4 PASSAGE PIERRE LOTI;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
331;5;PASSAGE PIERRE LOTI;5 PASSAGE PIERRE LOTI;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
332;1;RUE SALOMON DE ROTHSCHILD;1 TER RUE SALOMON DE ROTHSCHILD;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
333;39;RUE DE LA REPUBLIQUE;39 BIS RUE DE LA REPUBLIQUE;Maternelle République;Elémentaire Parc
334;16;RUE ARTHEME GENTEUR;16 RUE ARTHEME GENTEUR;Maternelle des Raguidelles;Elémentaire des Raguidelles
335;6;BOULEVARD ARISTIDE BRIAND;6 BOULEVARD ARISTIDE BRIAND;Maternelle Wilson;Elémentaire Vaillant Jaurès
337;22;RUE DU MONT VALERIEN;22 RUE DU MONT VALERIEN;Maternelle Simone Veil;Elémentaire Jules Ferry
338;27;RUE ARTHEME GENTEUR;27 RUE ARTHEME GENTEUR;Maternelle des Raguidelles;Elémentaire des Raguidelles
339;1;RUE DU BAC;1 RUE DU BAC;Maternelle Simone Veil;Elémentaire Jules Ferry
340;40;AVENUE DE FOUILLEUSE;40 AVENUE DE FOUILLEUSE;Maternelle des Raguidelles;Elémentaire des Raguidelles
341;10;RUE LEDRU ROLLIN;10 RUE LEDRU ROLLIN;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
342;19;RUE DIDEROT;19 RUE DIDEROT;Maternelle Simone Veil;Elémentaire Jules Ferry
343;11;RUE DIDEROT;11 RUE DIDEROT;Maternelle Simone Veil;Elémentaire Jules Ferry
344;2;RUE BEAUSEJOUR;2 RUE BEAUSEJOUR;Maternelle des Cottages;Elémentaire des Cottages
345;9;RUE DES BARTOUX;9 RUE DES BARTOUX;Maternelle des Cottages;Elémentaire des Cottages
346;6;RUE SALOMON DE ROTHSCHILD;6 RUE SALOMON DE ROTHSCHILD;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
347;1;RUE BENOIT MALON;1 RUE BENOIT MALON;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
348;15;RUE BENOIT MALON;15 RUE BENOIT MALON;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
349;19;RUE GARDENAT LAPOSTOL;19 RUE GARDENAT LAPOSTOL;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
350;10;RUE CARNOT;10 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
351;10;RUE DES BOURETS;10 RUE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
352;12;RUE DES BOURETS;12 RUE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
353;2;RUE DES BOURETS;2 BIS RUE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
354;4;RUE DES BOURETS;4 RUE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
355;43;RUE DES BOURETS;43 RUE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
356;6;RUE DES BOURETS;6 RUE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
357;6;RUE DES BOURETS;6 BIS RUE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
358;8;RUE DES BOURETS;8 RUE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
359;4;ALLEE CAMILLE SAINT-SAENS;4 ALLEE CAMILLE SAINT-SAENS;;Elémentaire des Cottages
360;6;RUE CHEVREUL;6 RUE CHEVREUL;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
361;39;RUE DES BAS ROGERS;39 BIS RUE DES BAS ROGERS;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
362;49;RUE DES BAS ROGERS;49 RUE DES BAS ROGERS;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
363;13;RUE DU CAPITAINE FERBER;13 BIS RUE DU CAPITAINE FERBER;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
364;6;RUE DU CAPITAINE FERBER;6 RUE DU CAPITAINE FERBER;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
365;39;RUE DES BAS ROGERS;39 RUE DES BAS ROGERS;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
366;37;RUE DES CHERCHEVETS;37 RUE DES CHERCHEVETS;Maternelle des Cottages;Elémentaire des Cottages
367;6;RUE GARDENAT LAPOSTOL;6 RUE GARDENAT LAPOSTOL;Maternelle Simone Veil;Elémentaire Jules Ferry
368;3;RUE CARNOT;3 RUE CARNOT;Maternelle Simone Veil;Elémentaire Jules Ferry
369;32;RUE CARNOT;32 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
370;13;RUE CARNOT;13 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
371;72;RUE DE LA LIBERTE;72 RUE DE LA LIBERTE;Maternelle des Cottages;Elémentaire des Cottages
372;89;RUE DES NOUVELLES;89 RUE DES NOUVELLES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
373;11;RUE DU CAPITAINE FERBER;11 RUE DU CAPITAINE FERBER;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
374;1;ALLEE DE L'ECLUSE;1 ALLEE DE L'ECLUSE;Maternelle des Cottages;
375;51;RUE ALBERT CARON;51 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
376;7;RUE ALBERT CARON;7 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
377;2;ALLEE DE L'ECLUSE;2 ALLEE DE L'ECLUSE;Maternelle des Cottages;
378;91;RUE DES CHENES;91 RUE DES CHENES;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
379;10;AVENUE ALEXANDRE MAISTRASSE;10 AVENUE ALEXANDRE MAISTRASSE;Maternelle Wilson;Elémentaire Vaillant Jaurès
380;3;ALLEE DE L'ECLUSE;3 ALLEE DE L'ECLUSE;Maternelle des Cottages;
381;4;ALLEE DE L'ECLUSE;4 ALLEE DE L'ECLUSE;Maternelle des Cottages;
382;28;RUE CLUSERET;28 RUE CLUSERET;Maternelle des Raguidelles;Elémentaire des Raguidelles
383;5;RUE DU CHEMIN VERT;5 RUE DU CHEMIN VERT;Maternelle République;Elémentaire Parc
384;33;RUE DU DOCTEUR MAGNAN;33 BIS RUE DU DOCTEUR MAGNAN;Maternelle République;Elémentaire Parc
385;37;RUE DU DOCTEUR MAGNAN;37 RUE DU DOCTEUR MAGNAN;Maternelle République;Elémentaire Parc
386;43;RUE DU DOCTEUR MAGNAN;43 RUE DU DOCTEUR MAGNAN;Maternelle République;Elémentaire Parc
387;119;RUE DES CHENES;119 RUE DES CHENES;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
388;2;RUE DES CHENES;2 RUE DES CHENES;Maternelle des Cottages;Elémentaire des Cottages
389;54;RUE DES CHENES;54 RUE DES CHENES;Maternelle des Cottages;Elémentaire des Cottages
390;29;RUE CARNOT;29 BIS RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
391;29;RUE CARNOT;29 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
392;3;AVENUE DES CONFERENCES DE SURESNES;3 AVENUE DES CONFERENCES DE SURESNES;Maternelle des Raguidelles;
393;12;AVENUE ALEXANDRE MAISTRASSE;12 AVENUE ALEXANDRE MAISTRASSE;Maternelle Wilson;Elémentaire Vaillant Jaurès
394;2;AVENUE ALEXANDRE MAISTRASSE;2 AVENUE ALEXANDRE MAISTRASSE;Maternelle Wilson;Elémentaire Vaillant Jaurès
395;19;RUE DU RATRAIT;19 QUATER RUE DU RATRAIT;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
396;20;ESPLANADE JACQUES CHIRAC;20 ESPLANADE JACQUES CHIRAC;Maternelle Simone Veil;Elémentaire Jules Ferry
397;4;AVENUE ALEXANDRE MAISTRASSE;4 AVENUE ALEXANDRE MAISTRASSE;Maternelle Wilson;Elémentaire Vaillant Jaurès
398;1;RUE FIZEAU;1 RUE FIZEAU;Maternelle Simone Veil;Elémentaire Jules Ferry
399;2;RUE DU FECHERAY;2 RUE DU FECHERAY;Maternelle des Cottages;Elémentaire des Cottages
400;20;RUE DU FECHERAY;20 RUE DU FECHERAY;Maternelle des Cottages;Elémentaire des Cottages
401;42;RUE DU FECHERAY;42 RUE DU FECHERAY;Maternelle des Cottages;Elémentaire des Cottages
402;194;RUE FERNAND FOREST;194 RUE FERNAND FOREST;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
403;55;RUE FERNAND FOREST;55 RUE FERNAND FOREST;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
404;46;RUE EMILE DUCLAUX;46 RUE EMILE DUCLAUX;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
405;47;RUE EMILE DUCLAUX;47 RUE EMILE DUCLAUX;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
406;48;RUE EMILE DUCLAUX;48 RUE EMILE DUCLAUX;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
407;12;ESPLANADE JACQUES CHIRAC;12 ESPLANADE JACQUES CHIRAC;Maternelle Simone Veil;Elémentaire Jules Ferry
408;2;ESPLANADE JACQUES CHIRAC;2 ESPLANADE JACQUES CHIRAC;Maternelle Simone Veil;Elémentaire Jules Ferry
409;6;ESPLANADE JACQUES CHIRAC;6 ESPLANADE JACQUES CHIRAC;Maternelle Simone Veil;Elémentaire Jules Ferry
410;15;ALLEE DE LA PEPINIERE;15 QUATER ALLEE DE LA PEPINIERE;Maternelle des Raguidelles;Elémentaire des Raguidelles
411;2;IMPASSE DU FOUR;2 IMPASSE DU FOUR;Maternelle Simone Veil;Elémentaire Jules Ferry
412;1;PASSAGE DE LA GARE DE LONGCHAMP;1 PASSAGE DE LA GARE DE LONGCHAMP;Maternelle Simone Veil;
413;10;PASSAGE DE LA GARE DE LONGCHAMP;10 PASSAGE DE LA GARE DE LONGCHAMP;Maternelle Simone Veil;
414;12;PASSAGE DE LA GARE DE LONGCHAMP;12 PASSAGE DE LA GARE DE LONGCHAMP;Maternelle Simone Veil;
415;24;RUE DE LOCARNO;24 RUE DE LOCARNO;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
416;28;RUE DES PARECHAUX;28 RUE DES PARECHAUX;Maternelle des Cottages;Elémentaire des Cottages
417;36;RUE DU DOCTEUR EMILE ROUX;36 BIS RUE DU DOCTEUR EMILE ROUX;Maternelle des Raguidelles;Elémentaire des Raguidelles
418;5;PASSAGE DE LA GARE DE LONGCHAMP;5 PASSAGE DE LA GARE DE LONGCHAMP;Maternelle Simone Veil;
419;3;AVENUE DU GENERAL DE GAULLE;3 AVENUE DU GENERAL DE GAULLE;;Elémentaire des Raguidelles
420;14;AVENUE DU GENERAL DE GAULLE;14 AVENUE DU GENERAL DE GAULLE;;Elémentaire des Raguidelles
421;28;AVENUE DU GENERAL DE GAULLE;28 AVENUE DU GENERAL DE GAULLE;;Elémentaire des Raguidelles
422;25;ROUTE DES FUSILLES DE LA RESISTANCE;25 ROUTE DES FUSILLES DE LA RESISTANCE;Maternelle Simone Veil;
423;10;CHEMIN DU SYNDICAT DES CULTIVATEURS;10 CHEMIN DU SYNDICAT DES CULTIVATEURS;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
424;34;RUE DE LA TUILERIE;34 RUE DE LA TUILERIE;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
425;1;PLACE DE LA HALLE;1 PLACE DE LA HALLE;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
426;10;PLACE DE LA HALLE;10 PLACE DE LA HALLE;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
427;12;PLACE DE LA HALLE;12 PLACE DE LA HALLE;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
428;2;PLACE DE LA HALLE;2 PLACE DE LA HALLE;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
429;1;RUE DE L'HIPPODROME;1 RUE DE L'HIPPODROME;;
430;12;RUE DE L'HIPPODROME;12 BIS RUE DE L'HIPPODROME;;
431;11;RUE DES BOURETS;11 RUE DES BOURETS;Maternelle Simone Veil;Elémentaire Jules Ferry
432;14;RUE DE LA PROCESSION;14 RUE DE LA PROCESSION;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
433;13;RUE DE LA TUILERIE;13 RUE DE LA TUILERIE;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
434;16;RUE DU PAS SAINT-MAURICE;16 RUE DU PAS SAINT-MAURICE;;Elémentaire Vaillant Jaurès
435;26;RUE CARNOT;26 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
436;39;RUE DES ACQUEVILLES;39 RUE DES ACQUEVILLES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
437;73;RUE PASTEUR;73 RUE PASTEUR;Maternelle République;Elémentaire Parc
438;17;RUE DES FLEURS;17 RUE DES FLEURS;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
439;20;RUE GARIBALDI;20 RUE GARIBALDI;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
440;1;RUE GAMBETTA;1 RUE GAMBETTA;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
441;3;PLACE HENRI IV;3 PLACE HENRI IV;Maternelle Simone Veil;Elémentaire Jules Ferry
442;9;RUE DE L' HIPPODROME;9 RUE DE L'HIPPODROME;Maternelle Simone Veil;
443;11;ALLEE DU 8 MAI 1945;11 ALLEE DU 8 MAI 1945;Maternelle Simone Veil;Elémentaire Jules Ferry
444;9;ALLEE DU 8 MAI 1945;9 ALLEE DU 8 MAI 1945;Maternelle Simone Veil;Elémentaire Jules Ferry
445;12;RUE DU MONT VALERIEN;12 RUE DU MONT VALERIEN;Maternelle Simone Veil;Elémentaire Jules Ferry
446;20;ALLEE DES JONQUILLES;20 ALLEE DES JONQUILLES;Maternelle des Cottages;Elémentaire des Cottages
447;15;AVENUE DE LA BELLE GABRIELLE;15 AVENUE DE LA BELLE GABRIELLE;Maternelle Marcel Mouloudji;
448;12;PLACE DU GENERAL LECLERC;12 PLACE DU GENERAL LECLERC;Maternelle Simone Veil;Elémentaire Jules Ferry
449;38;RUE DE L'HIPPODROME;38 RUE DE L'HIPPODROME;;
450;47;AVENUE DES LANDES;47 BIS AVENUE DES LANDES;Maternelle des Raguidelles;Elémentaire des Raguidelles
